0	Unclassified
4071	k__Bacteria
173	k__Bacteria	p__Bacillota
209	k__Bacteria	p__Bacillota	c__Bacilli
1184	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales
3803	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae
99	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ectobacillus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_rotundus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_cavernae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_litoris
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_yefusunii
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_euryhalodurans
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_cynanchi
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_humilatus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_campestrisoli
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_dongkuii
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_donggukensis
8	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__Marmoricola_caldifontis
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__Marmoricola_sp.
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__Marmoricola_sp._URHB0036
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__Marmoricola_pocheonensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__Marmoricola_solisilvae
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Tenggerimyces
9	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Tenggerimyces	s__Tenggerimyces_flavus
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Solicola
8	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Solicola	s__Solicola_gregarius
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Friedmanniella
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Friedmanniella	s__uncultured_Friedmanniella_sp.
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Friedmanniella	s__Friedmanniella_luteola
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Mumia
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium_sp.
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium_sp._9AM
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Pimelobacter
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Pimelobacter	s__Pimelobacter_simplex
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Micropruina
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Micropruina	s__Micropruina_sp.
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	s__Nocardioidaceae_bacterium_Broad-1
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	s__uncultured_Nocardioidaceae_bacterium
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Thermasporomyces
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Thermasporomyces	s__Thermasporomyces_composti
81	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium
58	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium_acnes
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium_porci
7	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_phosphovorus
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_sagamiharensis
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_flavus
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_speluncae
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_elymi
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_antarcticus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_panaciterrae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_soli
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_parietis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_endophyticus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_kandeliicorticis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus_sp._Gsoil_973
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus_antarcticus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus_sp._OH4464_COT-324
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus_sp._SD287
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus_oleiagri
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus_aquimaris
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium_freudenreichii
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium_sp._5_U_42AFAA
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Aestuariimicrobium
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Aestuariimicrobium	s__Aestuariimicrobium_sp._p3-SID1156
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Aestuariimicrobium	s__Aestuariimicrobium_ganziense
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Brooklawnia
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Brooklawnia	s__Brooklawnia_cerclae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Brooklawnia	s__Brooklawnia_sp._SH051
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__Propioniciclava_soli
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia_propionica
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia_rubra
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Enemella
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Enemella	s__Enemella_evansiae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Enemella	s__Enemella_dayhoffiae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	s__uncultured_Propionibacteriaceae_bacterium
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Nigerium
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Nigerium	s__Nigerium_massiliense
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Parenemella
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Parenemella	s__Parenemella_sanctibonifatiensis
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae
41	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella
23	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_catacumbae
10	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_sp._VKM_Ac-2527
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_sp._ALI-6-A
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_sp._VKM_Ac-2569
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_sp._CA-293567
14	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_flavida
5	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_antiqua
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_steppae
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_sandramycini
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_shirazensis
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_rubisoli
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_amoyensis
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_soli
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_albertanoniae
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_speibonae
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_jiaozuonensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_jejuensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_pittospori
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_capetownensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_pratensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Kribbellaceae	g__Kribbella	s__Kribbella_turkmenica
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha
8	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha_alba
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha_pittospori
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha_rutila
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae
15	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus
50	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_aggregatus
13	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._TF02A-26
12	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._CCUG_61487
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._TF02-9
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._URHD0036
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._DSM_46786
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._DSM_46838
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._CT_GayMR20
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_sp._PRF04-17
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_saxobsidens
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_haudaquaticus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__uncultured_Blastococcus_sp.
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_colisei
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus_mobilis
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus
5	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_sp._YIM_151500
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_sp._TF02-6
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_sp._LHW52908
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_sp._DF01_2
7	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_obscurus
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_africanus
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_sabuli
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_ruber
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_nigrescens
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_normandii
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_siccatus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_amargosae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_pulveris
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_bullaregiensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus_aquaeductus
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Modestobacter
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Modestobacter	s__Modestobacter_marinus
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Pleomorpha
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Pleomorpha	s__Pleomorpha_daqingensis
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Klenkia
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Antricoccaceae
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Antricoccaceae	g__Antricoccus
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Antricoccaceae	g__Antricoccus	s__Antricoccus_suffuscus
39	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinobacteria_bacterium_IMCC26256
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__uncultured_actinobacterium_Rifle_16ft_4_minimus_15811
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__uncultured_actinobacterium_Rifle_16ft_4_minimus_12599
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__uncultured_actinobacterium_Rifle_16ft_4_minimus_3564
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinobacteria_bacterium_OV450
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__marine_actinobacterium_MedAcidi-G2A
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__actinobacterium_acAMD-5
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinobacteria_bacterium_OK006
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinobacteria_bacterium_IMCC26207
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinomycetes_bacterium
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	s__Actinobacteria_bacterium_69-20
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella
12	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_muralis
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_alkaliphila
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_endophytica
3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_aurantiaca
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_gansuensis
2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_rhizosphaerae
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_mangrovi
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_ureilytica
1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_anatolica
0	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Phytoactinopolyspora
11	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Phytoactinopolyspora	s__Phytoactinopolyspora_mesophila
4	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Phytoactinopolyspora	s__Phytoactinopolyspora_endophytica
